timestamp,distance_cm,cluster_support,session_id,source_file
2026-07-09 13:28:27+00:00,104.07,5,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:28+00:00,104.47,7,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:29+00:00,104.1,6,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:30+00:00,103.92,6,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:31+00:00,104.28999999999999,2,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:32+00:00,104.35,5,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:33+00:00,103.93,5,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:34+00:00,103.88,6,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:35+00:00,103.9,5,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:36+00:00,103.87,6,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:37+00:00,104.335,4,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:38+00:00,104.02,5,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:39+00:00,104.07,5,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:40+00:00,103.93,6,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:41+00:00,103.99000000000001,6,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:42+00:00,104.07,3,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:43+00:00,104.065,4,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:44+00:00,104.05,5,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:45+00:00,104.02,9,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:46+00:00,104.05,5,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:47+00:00,103.93,5,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:48+00:00,104.09,6,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:49+00:00,104.47,8,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:50+00:00,103.91,5,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:51+00:00,103.69,7,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:52+00:00,104.08,6,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:53+00:00,104.35,7,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:54+00:00,103.97999999999999,6,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:55+00:00,103.89500000000001,8,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:56+00:00,104.065,6,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:28:57+00:00,104.33,1,session-1783603457869-ue25e2,filtertrack-samples.csv
2026-07-09 13:29:11+00:00,104.05,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:12+00:00,104.32,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:13+00:00,104.34,8,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:14+00:00,104.36,4,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:15+00:00,104.35,6,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:16+00:00,104.47999999999999,6,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:17+00:00,104.51,5,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:18+00:00,104.47,6,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:19+00:00,104.08,4,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:20+00:00,104.09,3,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:21+00:00,104.33,6,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:22+00:00,104.34,2,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:23+00:00,104.26,1,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:24+00:00,104.74000000000001,6,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:25+00:00,103.83,3,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:26+00:00,104.28,4,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:27+00:00,104.28,4,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:28+00:00,104.71000000000001,6,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:29+00:00,104.56,1,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:30+00:00,104.26,7,session-1783603749411-du6syw,filtertrack-samples2.csv
